Genres,Audience Score,Director,Tomato-meter,Actors,Movie Title
"['Drama', 'Art House & International', 'Mystery & Suspense', 'Science Fiction & Fantasy']",89,Wim Wenders,55,"[' Otto Sander', ' Peter Falk', ' Nastassja Kinski', ' Heinz R\xc3\xbchmann', ' Bruno Ganz', ' Solveig Dommartin']","Faraway, So Close! (In weiter Ferne, so nah!) (1993)"
"['Drama', 'Art House & International', 'Comedy']",81,Jean Renoir,100,"[' Jules Berry', ' Ren\xc3\xa9 Lef\xc3\xa8vre', ' Sylvia Bataille', ' Maurice Baquet', ' Paul Demange', ' Fabien Loris']",Le Crime de Monsieur Lange (The Crime of Monsieur Lange) (1936)
['Drama'],82,Martin Scorsese,77,"[' Leonardo DiCaprio', ' Jonah Hill', ' Margot Robbie', ' Matthew McConaughey', ' Kyle Chandler', ' Joanna Lumley']",The Wolf of Wall Street (2013)
"['Horror', 'Classics', 'Science Fiction & Fantasy']",70,Michael Gordon,89,"[' Basil Rathbone', ' Boris Karloff', ' Bela Lugosi', ' Lionel Atwill', ' Josephine Hutchinson', ' Donnie Dunagan']",Son of Frankenstein (1939)
"['Mystery & Suspense', 'Horror']",30,Laura Lau,41,"[' Elizabeth Olsen', ' Adam Trese', ' Eric Sheffer Stevens', ' Julia Taylor Ross', ' Adam Barnett', ' Haley Murphy']",Silent House (2012)
"['Art House & International', 'Drama']",61,Wiebke von Carolsfeld,76,"[' Molly Parker', ' Stacy Smith', ' Rebecca Jenkins', ' Marguerite McNeil', ' Ellen Page', ' Hollis McLaren']",Marion Bridge (2003)
"['Action & Adventure', 'Kids & Family', 'Science Fiction & Fantasy', 'Comedy']",47,Shawn Levy,44,"[' Ben Stiller', ' Amy Adams', ' Robin Williams', ' Jonah Hill', ' Owen Wilson', ' Ricky Gervais']",Night at the Museum 2: Battle of the Smithsonian (2009)
"['Documentary', 'Drama', 'Art House & International']",96,Jacques Rivette,100,"[' Jean-Pierre Kalfon', ' Bulle Ogier', ' Andr\xc3\xa9 S. Labarthe', ' Denis Berry', ' Mich\xc3\xa8le Moretti']",L'Amour Fou (1969)
"['Art House & International', 'Comedy']",64,Scott Prendergast,84,"[' Lisa Kudrow', ' Scott Prendergast', ' Teri Garr', ' Christine Taylor', ' Jeffrey Dean Morgan', ' Chris Parnell']",Kabluey (2007)
"['Science Fiction & Fantasy', 'Horror']",18,Olaf Ittenbach,0,"[' Kimberley Liebe', ' Hank Stone', ' Harvey J. Alperin', ' Russell Friedenburg', ' Michael Carr', ' Russell Friedenberg']",Legion of the Dead (Le6ion of the Dead) (2002)
"['Drama', 'Action & Adventure', 'Mystery & Suspense']",59,Damian Nieman,67,"[' Gabriel Byrne', ' Thandie Newton', ' Sylvester Stallone', ' Melanie Griffith', ' Stuart Townsend', ' Jamie Foxx']",Shade (2003)
"['Drama', 'Horror', 'Mystery & Suspense']",59,Robert Zemeckis,46,"[' Michelle Pfeiffer', ' Harrison Ford', ' Diana Scarwid', ' James Remar', ' Miranda Otto', ' Joe Morton']",What Lies Beneath (2000)
"['Drama', 'Action & Adventure', 'Classics']",69,John Huston,90,"[' Audie Murphy', ' Bill Mauldin', ' John Dierkes', ' Royal Dano', ' Douglas Dick', ' Arthur Hunnicutt']",The Red Badge of Courage (1951)
"['Documentary', 'Faith & Spirituality']",82,Jan Kounen,50,"[' Amma', ' Ramakrishnananda Pur...', ' Amritaswarupananda P...', ' Krishnamrita Prana', ' Armitagitananda Puri', ' Elisa Rimbaud']","Darshan, The Embrace (2006)"
['Comedy'],52,Penny Marshall,17,"[' Danny DeVito', ' Gregory Hines', ' James Remar', ' Cliff Robertson', ' Lillo Brancato Jr.', ' Stacey Dash']",Renaissance Man (1994)
"['Drama', 'Romance', 'Comedy']",47,Jonathan Demme,91,"[' Paul Lazar', ' Alec Baldwin', ' Michelle Pfeiffer', ' Joan Cusack', ' Dean Stockwell', ' Matthew Modine']",Married to the Mob (1988)
['Comedy'],33,Michael Bigelow,9,"[' Rob Schneider', ' Eddie Griffin', ' Til Schweiger', ' Douglas Sills', ' Carlos Ponce', ' Charles Keating']",Deuce Bigalow: European Gigolo (2005)
"['Drama', 'Classics']",68,Jean Negulesco,100,"[' Ida Lupino', ' Richard Widmark', ' Cornel Wilde', ' Celeste Holm', ' O.Z. Whitehead', ' Robert Karnes']",Road House (1948)
"['Romance', 'Gay & Lesbian', 'Comedy']",43,C. Jay Cox,29,"[' Tori Spelling', ' Philipp Karner', "" James O'Shea"", ' Joanna Cassidy', ' Tess Harper', ' Robert Foxworth']",Kiss the Bride (2008)
"['Musical & Performing Arts', 'Drama']",80,Todd Haynes,56,"[' Ewan McGregor', ' Jonathan Rhys Meyers', ' Christian Bale', ' Toni Collette', ' Eddie Izzard', ' Emily Woof']",Velvet Goldmine (1998)
['Documentary'],87,Jessica Yu,83,"[' Peter Gleick', ' Erin Brockovich-Elli...', ' Jay Famiglietti', ' Robert Glennon', ' Pat Mulroy', ' Tyrone Hayes']",Last Call at the Oasis (2012)
"['Musical & Performing Arts', 'Documentary']",77,Jacob Hatley,93,"[' Levon Helm', ' Billy Bob Thornton', ' Larry Campbell', ' Amy Helm', ' Teresa Williams', "" Barbara O'Brien""]",Ain't In It For My Health: A Film About Levon Helm (2013)
['Drama'],74,Douglas Sirk,100,"[' Barbara Stanwyck', "" Maureen O'Sullivan"", ' Richard Carlson', ' Lyle Bettger', ' Marcia Henderson', ' Lori Nelson']",All I Desire (1953)
['Comedy'],55,Andrew Fleming,62,"[' Steve Coogan', ' Catherine Keener', ' Amy Poehler', ' David Arquette', ' Elisabeth Shue', ' Marshall Bell']",Hamlet 2 (2008)
['Horror'],54,Frank Henenlotter,75,"[' Kevin Van Hentenryck', ' Sean McCabe', ' Terri Susan Smith', ' Ilze Balodis', ' Beverly Bonner', ' Tom Robinson']",Basket Case (1982)
"['Musical & Performing Arts', 'Documentary']",94,Jeff Feuerzeig,100,"[' Jad Fair', ' David Fair', ' Penn Jillette', ' Half Japanese']",Half Japanese: The Band that Would Be King (1993)
"['Drama', 'Comedy']",35,Jay Gammill,50,"[' Jess Weixler', ' Halley Feiffer', ' Jesse Eisenberg', ' Jason Ritter', ' Tippi Hedren', "" Keir O'Donnell""]",Free Samples (2013)
"['Drama', 'Action & Adventure']",46,James Glickenhaus,33,"[' Jackie Chan', ' Danny Aiello', ' Roy Chiao', ' Victor Arnold', ' Kim Bass', ' Richard Clarke']",The Protector (1985)
"['Action & Adventure', 'Horror', 'Science Fiction & Fantasy']",61,Clive Barker,38,"[' Craig Sheffer', ' Anne Bobby', ' David Cronenberg', ' Charles Haid', ' Hugh Quarshie', ' Hugh Ross']",Nightbreed (1990)
"['Documentary', 'Drama', 'Special Interest']",86,Liz Garbus,87,"[' Bobby Fischer', ' Gary Kasparov', ' Susan Polgar', ' Sam Sloan', ' Anthony Saidy', ' David Edmonds']",Bobby Fischer Against The World (2011)
"['Documentary', 'Television', 'Special Interest']",79,Tom Donahue,93,"[' Marion Dougherty', ' Lynn Stalmaster', ' Ellen Lewis', ' Juliet Taylor', ' Clint Eastwood', ' Jeff Bridges']",Casting By (2013)
"['Action & Adventure', 'Science Fiction & Fantasy']",20,James Wong,14,"[' Justin Chatwin', ' James Marsters', ' Jamie Chung', ' Emmy Rossum', ' Eriko', ' Eriko Tamura']",Dragonball Evolution (2009)
"['Drama', 'Romance']",74,Alan Parker,70,"[' Dennis Quaid', ' Tamlyn Tomita', ' Sab Shimono', ' Shizuko Hoshi', ' Stan Egi', ' Ronald Yamamoto']",Come See the Paradise (1990)
['Comedy'],44,Larry Charles,57,"[' Sacha Baron Cohen', ' Anna Faris', ' Ben Kingsley', ' John C. Reilly', ' Sayed Badreya', ' Megan Fox']",The Dictator (2012)
"['Drama', 'Comedy']",62,Jen McGowan,76,"[' Juliette Lewis', ' Jonny Weston', ' Josh Hopkins', ' Cybill Shepherd', ' Lucy Owen', ' Ken Marks']",Kelly & Cal (2014)
"['Documentary', 'Television', 'Art House & International', 'Comedy', 'Special Interest']",68,Philip Rosenthal,71,"[' Aleksandr Zhigalkin', ' Philip Rosenthal']",Exporting Raymond (2011)
"['Art House & International', 'Drama']",67,Claudia Llosa,81,"[' Magaly Solier', ' Delci Heredia', ' Susi S\xc3\xa1nchez', ' Karla Heredia', ' Efra\xc3\xadn Sol\xc3\xads', ' B\xc3\xa1rbara Laz\xc3\xb3n']",The Milk of Sorrow (La Teta Asustada) (2010)
"['Documentary', 'Sports & Fitness', 'Special Interest']",73,Ben Safdie,80,"[' Lenny Cooke', ' Tom Konchalski', ' LeBron James', ' Carmelo Anthony', ' Chris Bosh', ' Raymond Felton']",Lenny Cooke (2013)
"['Drama', 'Romance', 'Classics']",87,Frank Borzage,100,"[' Janet Gaynor', ' Charles Farrell', ' Gladys Brockwell', ' Ben Bard', ' David Butler (I)', ' Marie Mosquini']",Seventh Heaven (1927) (1927)
['Mystery & Suspense'],62,Mira Nair,53,"[' Riz Ahmed', ' Kate Hudson', ' Liev Schreiber', ' Kiefer Sutherland', ' Om Puri', ' Martin Donovan']",The Reluctant Fundamentalist (2013)
"['Western', 'Action & Adventure']",67,Geoff Murphy,35,"[' Emilio Estevez', ' William L. Petersen', ' Kiefer Sutherland', ' Lou Diamond Phillips', ' Christian Slater', ' Alan Ruck']",Young Guns II (1990)
"['Art House & International', 'Drama']",94,Alejandro González Iñárritu,92,"[' Emilio Echevarr\xc3\xada', ' Emilio Echeverria', ' Gael Garc\xc3\xada Bernal', ' Goya Toledo', ' Alvaro Guerrero', ' Vanessa Bauche']",Amores Perros (2001)
"['Documentary', 'Sports & Fitness', 'Special Interest']",74,Frederick Wiseman,93,[' Richard William Lord'],Boxing Gym (2010)
"['Drama', 'Romance', 'Science Fiction & Fantasy', 'Comedy']",81,Michel Gondry,71,"[' Miou Miou', ' Gael Garc\xc3\xada Bernal', ' Charlotte Gainsbourg', ' Alain Chabat', ' Miou-Miou', ' Pierre Vaneck']",The Science of Sleep (2006)
['Comedy'],100,Whitney Horn,86,"[' Marianna McClellan', ' Bro Estes', ' Trevor Haav', ' Libby Gery', ' Kyle Williams', ' Mati Diop']",L For Leisure (2015)
"['Drama', 'Musical & Performing Arts', 'Comedy']",62,Richard Attenborough,39,"[' Michael Douglas', ' Terrence Mann', ' Alyson Reed', ' Cameron English', ' Michael Blevins', ' Yamil Borges']",A Chorus Line (1985)
['Mystery & Suspense'],50,John Polson,13,"[' Robert De Niro', ' Dakota Fanning', ' Famke Janssen', ' Elisabeth Shue', ' Amy Irving', ' Dylan Baker']",Hide and Seek (2005)
"['Classics', 'Comedy', 'Cult Movies', 'Horror', 'Musical & Performing Arts', 'Science Fiction & Fantasy']",86,Jim Sharman,79,"[' Tim Curry', ' Susan Sarandon', ' Barry Bostwick', "" Richard O'Brien"", ' Jonathan Adams', ' Peter Hinwood']",The Rocky Horror Picture Show (1975)
"['Drama', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']",44,Hal Barwood,20,"[' Sam Waterston', ' Kathleen Quinlan', ' Yaphet Kotto', ' Jeffrey DeMunn', ' Richard Dysart', ' G.W. Bailey']",Warning Sign (1985)
"['Drama', 'Action & Adventure', 'Comedy']",89,"Pegg and Edgar Wright (""Shaun of the Dead"")",91,"[' Simon Pegg', ' Nick Frost', ' Jim Broadbent', ' Steve Coogan', ' Edward Woodward', ' Paddy Considine']",Hot Fuzz (2007)
"['Documentary', 'Drama', 'Art House & International']",50,Nicolas Philibert,84,"[' N\xc3\xa9nette', ' Val\xc3\xa9ry Gaillard', ' Abel Morin', ' Agn\xc3\xa8s Laurent', ' Lucie Morin', ' Georges Peltier']",Nenette (2010)
"['Documentary', 'Drama', 'Kids & Family']",61,Bruce Neibaur,75,"[' Kate Maberly', ' Timothy Davies', ' Omar Sharif']",Mysteries of Egypt (1998)
"['Documentary', 'Special Interest']",47,Michal Marczak,50,"[' Tommy Hol Ellingsen', ' Leona Johansson']",Fuck For Forest (2014)
"['Mystery & Suspense', 'Drama']",26,Chris Siverston,7,"[' Lindsay Lohan', ' Julia Ormond', ' Neal McDonough', ' Brian Geraghty', ' Bonnie Aarons', ' Robert Michael Adler']",I Know Who Killed Me (2007)
"['Drama', 'Comedy']",25,Max Mayer,14,"[' Sarah Bolger', ' Claire Danes', ' James Marsden', ' Thomas Mann', ' Jeremy Sisto', ' Jon Tenney']",As Cool As I Am (2013)
"['Comedy', 'Romance']",60,Tim Story,23,"[' Kevin Hart', ' Gabrielle Union', ' Adam Brody', ' Michael Ealy', ' Jerry Ferrara', ' Meagan Good']",Think Like a Man Too (2014)
['Drama'],88,Paul Schrader,100,"[' Richard Pryor', ' Harvey Keitel', ' Yaphet Kotto', ' Ed Begley Jr', ' Harry Bellaver', ' George Memmoli']",Blue Collar (1978)
"['Sports & Fitness', 'Drama']",88,David Anspaugh,88,"[' Gene Hackman', ' Barbara Hershey', ' Dennis Hopper', ' Sheb Wooley', ' Fern Persons', ' Chelcie Ross']",Hoosiers (1986)
"['Drama', 'Art House & International', 'Mystery & Suspense']",49,Rainer Werner Fassbinder,80,"[' Hanna Schygulla', ' Margarethe von Trott...', ' Harry Baer', ' Ingrid Caven', ' Jan George', ' Lilo Pempeit']",Gods of the Plague (Gotter der Pest) (1977)
"['Art House & International', 'Drama']",86,Jasmila Zbanic,98,"[' Mirjana Karanovic', ' Luna Mijovic', ' Leon Lucev', ' Kenan Catic', ' Jasna Ornela Berry', ' Dejan Acimovic']",Grbavica (2007)
"['Drama', 'Horror', 'Mystery & Suspense']",48,Philip Chidel,60,"[' Christian Oliver', ' Dean Stapleton', ' Courtney Mace', ' J\xc3\xbcrgen Jones', ' Thomas Buesch']",Subject Two (2006)
"['Drama', 'Action & Adventure', 'Comedy']",23,George Armitage,16,"[' Owen Wilson', ' Sara Foster', ' Morgan Freeman', ' Charlie Sheen', ' Gary Sinise', ' Bebe Neuwirth']",The Big Bounce (2004)
"['Drama', 'Romance']",35,Paul Haggis,23,"[' Mila Kunis', ' Liam Neeson', ' Olivia Wilde', ' James Franco', ' Adrien Brody', ' Kim Basinger']",Third Person (2014)
"['Horror', 'Science Fiction & Fantasy', 'Comedy']",42,John De Bello,27,"[' David Miller', ' George Wilson', ' Sharon Taylor', ' Eric Christmas', ' Jack Riley', ' Rock Peace']",Attack of the Killer Tomatoes! (1978)
"['Drama', 'Special Interest']",25,Mathew Barney,18,"[' Katsumi', ' Ana Vukovic', ' Natasa Vukovic', ' Natasa Milenkovic', ' Igor Kamberovic', ' Aleksandar Lazarevic']",Destricted (2006)
"['Mystery & Suspense', 'Drama']",67,Jon Turteltaub,27,"[' Anthony Hopkins', ' Cuba Gooding Jr.', ' Donald Sutherland', ' Maura Tierney', ' George Dzundza', ' John Ashton']",Instinct (1999)
"['Drama', 'Action & Adventure', 'Mystery & Suspense', 'Classics', 'Comedy']",71,Edward Buzzell,80,"[' William Powell', ' Myrna Loy', ' Keenan Wynn', ' Gloria Grahame', ' Dean Stockwell', ' Philip Reed']",Song of the Thin Man (1947)
"['Action & Adventure', 'Mystery & Suspense', 'Comedy']",55,Michael Ritchie,37,"[' Chevy Chase', ' Hal Holbrook', ' Julianne Phillips', ' Cleavon Little', ' R. Lee Ermey', ' Patricia Kalember']",Fletch Lives (1989)
"['Documentary', 'Special Interest']",42,Abel Ferrara,70,"[' Dennis Hopper', ' Sherry Cosovic', ' Gaby Hoffmann', ' Vito Acconci', ' Ethan Hawke', ' Jamie Burke']",Chelsea on the Rocks (2009)
['Drama'],39,Atom Egoyan,22,"[' Reese Witherspoon', ' Colin Firth', ' Amy Ryan', ' Mireille Enos', ' Stephen Moyer', ' Dane DeHaan']",Devil's Knot (2014)
"['Comedy', 'Romance']",37,Glen Gordon Carson,48,"[' Jennifer Aniston', ' Jay Mohr', ' Kevin Bacon', ' Olympia Dukakis', ' Illeana Douglas', ' Kevin Dunn']",Picture Perfect (1997)
['Documentary'],94,Mary Olive Smith,89,"[' Jay O Sanders', ' Lance Lewman', ' Neil Ross']",A Walk to Beautiful (2008)
"['Comedy', 'Kids & Family']",47,Bob Dolman,59,"[' Luke Benward', ' Timothy Patrick Cava...', ' Kimberly Williams-Pa...', ' Hallie Kate Eisenber...', ' Adam Hicks', ' Austin Rogers']",How to Eat Fried Worms (2006)
"['Drama', 'Comedy']",62,Adam Rapp,40,"[' Ed Harris', ' Zooey Deschanel', ' Will Ferrell', ' John Bedford Lloyd', ' Amelia Warner', ' Amy Madigan']",Winter Passing (2006)
"['Action & Adventure', 'Horror', 'Science Fiction & Fantasy']",11,Roger Christian,3,"[' John Travolta', ' Barry Pepper', ' Forest Whitaker', ' Kim Coates', ' Richard Tyson', ' Sabine Karsenti']",Battlefield Earth (2000)
"['Drama', 'Mystery & Suspense', 'Special Interest']",78,David Lynch,62,"[' Sheryl Lee', ' Ray Wise', ' Moira Kelly', ' Kyle MacLachlan', ' Chris Isaak', ' Harry Dean Stanton']",Twin Peaks - Fire Walk with Me (1992)
"['Kids & Family', 'Science Fiction & Fantasy', 'Comedy']",38,Stewart Raffill,0,"[' Christine Ebersole', ' Jonathan Ward', ' Tina Caspary', ' Lauren Stanley', ' Jade Calegory', ' Vinnie Torrente']",MAC and Me (1988)
"['Animation', 'Kids & Family', 'Science Fiction & Fantasy', 'Comedy']",53,Chris Miller,40,"[' Mike Myers', ' Eddie Murphy', ' Cameron Diaz', ' Antonio Banderas', ' Julie Andrews', ' John Cleese']",Shrek the Third (2007)
"['Drama', 'Romance']",26,Ruba Nadda,22,"[' Patricia Clarkson', ' Scott Speedman', ' Tim Roth', ' Dani Kind', ' Billy MacLellan', ' Eric Murdoch']",October Gale (2015)
"['Mystery & Suspense', 'Classics']",92,Alfred Hitchcock,97,"[' Cary Grant', ' Ingrid Bergman', ' Claude Rains', ' Louis Calhern', ' Reinhold Sch\xc3\xbcnzel', ' Moroni Olsen']",Notorious (1946)
"['Drama', 'Comedy']",90,Stephen Frears,91,"[' John Cusack', ' Iben Hjejle', ' Todd Louiso', ' Jack Black', ' Lisa Bonet', ' Joan Cusack']",High Fidelity (2000)
"['Horror', 'Mystery & Suspense', 'Classics']",88,Roman Polanski,90,"[' Melvyn Douglas', ' Isabelle Adjani', ' Jo Van Fleet', ' Roman Pola?ski', ' Bernard Fresson', ' Lila Kedrova']",The Tenant (1976)
"['Drama', 'Classics']",60,Samuel Fuller,86,"[' Robert Ryan', ' Robert Stack', ' Shirley Yamaguchi', ' Cameron Mitchell', ' Brad Dexter', ' Sessue Hayakawa']",House of Bamboo (1955)
"['Drama', 'Comedy']",64,Thomas Lilti,85,"[' Vincent Lacoste', ' Reda Kateb', ' Jacques Gamblin', ' F\xc3\xa9lix Moati', ' Carole Franck', ' Philippe Rebbot']",Hippocrates: Diary of a French Doctor (2015)
"['Drama', 'Mystery & Suspense', 'Classics']",81,Delmer Daves,91,"[' Humphrey Bogart', ' Lauren Bacall', ' Bruce Bennett', ' Agnes Moorehead', "" Tom D'Andrea"", ' Clifton Young']",Dark Passage (1947)
"['Drama', 'Action & Adventure', 'Mystery & Suspense']",43,Ridley Scott,76,"[' Tom Berenger', ' Mimi Rogers', ' Lorraine Bracco', ' Jerry Orbach', ' John Rubinstein', ' Tony DiBenedetto']",Someone to Watch over Me (1987)
['Comedy'],24,Ted Smith,17,"[' Mark Polish', ' Winona Ryder', ' Hilary Duff', ' Sean Astin', ' Josh Holloway', ' Jon Cryer']",Stay Cool (2011)
['Drama'],81,Hong Khaou,81,"[' Ben Whishaw', ' Pei-pei Cheng', ' Andrew Leung', ' Peter Bowles', ' Naomi Christie', ' Morven Christie']",Lilting (2014)
"['Drama', 'Action & Adventure', 'Comedy']",47,Bruce Paltrow,20,"[' Gwyneth Paltrow', ' Andre Braugher', ' Paul Giamatti', ' Maria Bello', ' Huey Lewis', ' Scott Speedman']",Duets (2000)
"['Action & Adventure', 'Science Fiction & Fantasy', 'Comedy']",37,Robert Townsend,29,"[' Robert Townsend', ' Marla Gibbs', ' Eddie Griffin', ' Robert Guillaume', ' James Earl Jones', ' Roy Fegan']",The Meteor Man (1993)
['Comedy'],55,Glenn Rockowitz,100,"[' Jim Gaffigan', ' David G. Cohen', ' Michael Rispoli', ' Ken Forman', ' Victor Varnado', ' Kelly Mealia']",Hacks (2002)
"['Drama', 'Action & Adventure', 'Mystery & Suspense']",38,Lee Daniels,18,"[' Cuba Gooding Jr.', ' Helen Mirren', ' Stephen Dorff', ' Vanessa Ferlito', ' Joseph Gordon-Levitt', ' Macy Gray']",Shadowboxer (2005)
"['Science Fiction & Fantasy', 'Horror']",34,Eric Stanze,33,"[' D.J. Vivona', ' Ramona Midgett', ' Angela Zimmerly']",Ice From the Sun (1999)
"['Documentary', 'Special Interest']",37,Deborah Anderson,27,"[' Allie Haze', ' Ash Hollywood', ' Asphxia Noir', ' Asphyxia Noir', "" April O'Neil"", ' Alexis Texas']",Aroused (2013)
"['Drama', 'Action & Adventure', 'Art House & International', 'Mystery & Suspense']",88,Daniel Monzón,97,"[' Luis Tosar', ' Carlos Bardem', ' Alberto Ammann', ' Antonio Resines', ' Marta Etura', ' Luis Zahera']",Cell 211 (Celda 211) (2009)
"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']",61,Paul W.S. Anderson,43,"[' Jason Statham', ' Joan Allen', ' Ian McShane', ' Tyrese Gibson', ' Robin Shou', ' Natalie Martinez']",Death Race (2008)
"['Drama', 'Animation']",77,Tono Errando,86,"[' Limara Meneses', ' Mario Guerra', ' Eman Xor O\xc3\xb1a', ' Bebo Valdes', ' Idania Vald\xc3\xa9s', ' Estrella Morente']",Chico & Rita (2012)
"['Drama', 'Romance', 'Art House & International', 'Classics']",84,Régis Wargnier,71,"[' Catherine Deneuve', ' Vincent Perez', ' Linh-Dan Pham', ' Jean Yanne', ' Dominique Blanc', ' Henri Marteau']",Indochine (1992)
['Horror'],29,Armand Mastroianni,20,"[' Don Scardino', "" Caitlin O'Heaney"", ' Elizabeth Kemp', ' Tom Rolfing', ' Lewis Arlt', ' Patsy Pease']",He Knows You're Alone (1980)
"['Mystery & Suspense', 'Action & Adventure']",40,Keenen Ivory Wayans,16,"[' Keenen Ivory Wayans', ' Jon Voight', ' Jill Hennessy', ' Paul Sorvino', ' Eric Roberts', ' Robert Culp']",Most Wanted (1997)
"['Drama', 'Classics', 'Comedy']",51,Ben Hecht,60,"[' Douglas Fairbanks Jr...', ' Rita Hayworth', ' Thomas Mitchell', ' John Qualen', ' George Watts', ' Ralph Theodore']",Angels over Broadway (1940)
"['Documentary', 'Special Interest']",58,Laura Bialis,91,"[' Zev Yaroslavsky', ' Vladimir Slepak', ' Anatoly Shcharansky', ' Yuli Edelstein', ' Valery Panov', ' Elie Wiesel']",Refusenik (2008)
"['Art House & International', 'Drama']",75,Mika Ninagawa,70,"[' Anna Tsuchiya', ' Kippei Narimiya', ' Yoshino Kimura', ' Miho Kanno', ' Masatoshi Nagase', ' Hiroshi Yamamoto']",Sakuran (2006)
['Drama'],29,Otto Preminger,29,"[' Michael Caine', ' Jane Fonda', ' John Phillip Law', ' Robert Hooks', ' Loring Smith', ' Peter Goff']",Hurry Sundown (1967)
"['Drama', 'Action & Adventure']",23,Jeremy Alter,38,"[' Roselyn Sanchez', ' Patrick Bauchau', ' Peter J. Lucas', ' Tony Amendola', ' Anton Pardoe', ' Dominiquie Vandenber...']",The Perfect Sleep (2008)
"['Mystery & Suspense', 'Drama']",48,Jordan Scott,43,"[' Adele McCann', ' Sinead Cusack', ' Eva Green', ' Juno Temple', ' Mar\xc3\xada Valverde', ' Imogen Poots']",Cracks (2011)
