Genres,Audience Score,Director,Tomato-meter,Actors,Movie Title
"['Drama', 'Comedy']",74,David Moreton,73,"[' Chris Stafford', ' Tina Holmes', ' Andersen Gabrych', ' Stephanie McVay', ' Lea DeLaria', ' John Eby']",Edge of Seventeen (1999)
"['Drama', 'Action & Adventure', 'Mystery & Suspense']",69,Graeme Clifford,29,"[' Christian Slater', ' Steven Bauer', ' Richard Herd', ' Le Tuan', ' Min Luong', ' Art Chudabala']",Gleaming the Cube (1989)
"['Drama', 'Art House & International', 'Comedy']",75,Shimon Dotan,40,"["" Ryan O'Nan"", ' Gillian Jacobs', ' Leonardo Nam', ' James Chen', ' Keong Sim', ' Michael Esper']",Watching TV with the Red Chinese (2012)
"['Mystery & Suspense', 'Horror']",50,Ronny Yu,40,"[' Robert Englund', ' Ken Kirzinger', ' Monica Keena', ' Jason Ritter', ' Kelly Rowland', ' Katharine Isabelle']",Freddy vs. Jason (2003)
"['Mystery & Suspense', 'Horror']",70,Scott Reynolds,40,"[' Paolo Rotondo', ' Rebecca Hobbs', ' Roy Ward', ' Paul Glover', ' Chris Graham', ' Jennifer Ward-Lealan...']",The Ugly (1997)
"['Drama', 'Romance']",74,Daniel Auteuil,90,"[' Daniel Auteuil', ' Astrid Berg\xc3\xa9s-Frisbe...', ' Nicolas Duvauchelle', ' Kad Merad', ' Sabine Az\xc3\xa9ma', ' Jean-Pierre Darrouss...']",The Well-Digger's Daughter (2012)
"['Drama', 'Kids & Family', 'Science Fiction & Fantasy']",80,Dave McKean,54,"[' Stephanie Leonidas', ' Jason Barry', ' Rob Brydon', ' Gina McKee', ' Dora Bryan', ' Robert Llewellyn']",MirrorMask (2005)
"['Drama', 'Classics']",86,Sidney Lumet,93,"[' Katharine Hepburn', ' Ralph Richardson', ' Jason Robards', ' Dean Stockwell', ' Jeanne Barr']",Long Day's Journey Into Night (1962)
['Comedy'],64,Frank Tashlin,50,"[' Dick Powell', ' Debbie Reynolds', ' Anne Francis', ' Glenda Farrell', ' Alvy Moore', ' Horace McMahon']",Susan Slept Here (1954)
"['Drama', 'Romance', 'Art House & International']",72,Leos Carax,100,"[' Denis Lavant', ' Mireille Perrier', ' Carroll Brooks', ' Elie Poicard', ' Christian Cloarec', ' Lolo Pigalle']",Boy Meets Girl (1984) (1984)
"['Drama', 'Horror', 'Romance', 'Mystery & Suspense', 'Special Interest']",78,Alfred Hitchcock,87,"[' Jon Finch', ' Alec McCowen', ' Barry Foster', ' Anna Massey', ' Billie Whitelaw', ' Vivien Merchant']",Frenzy (1972)
"['Documentary', 'Art House & International', 'Classics', 'Special Interest']",88,Dziga Vertov,96,[' Mikhail Kaufman'],Chelovek s kino-apparatom (Man with a Movie Camera) (1929)
"['Drama', 'Action & Adventure']",59,Michael Mann,68,"[' Johnny Depp', ' Christian Bale', ' Marion Cotillard', ' Billy Crudup', ' Channing Tatum', ' Stephen Graham']",Public Enemies (2009)
"['Drama', 'Art House & International', 'Comedy']",77,Baltasar Kormákur,89,"[' Victoria Abril', ' Hilmir Snaer Gudnaso...', ' Baltasar Korm\xc3\xa1kur', ' Hanna Mar\xc3\xada Karlsd\xc3\xb3t...', ' Olafur Darri Olafsso...', ' Eyvindur Erlendsson']",101 Reykjavik (2001)
"['Drama', 'Comedy']",54,Barry Sonnenfeld,48,"[' Tim Allen', ' Rene Russo', ' Stanley Tucci', ' Tom Sizemore', ' Johnny Knoxville', ' Dennis Farina']",Big Trouble (2002)
['Comedy'],76,Rick Stevenson,83,"[' Robert A. Guthrie', ' Sascha Knopf', ' Dee Wallace Stone', ' Ned Romero', ' Nakotah Larance', ' Ben Ratner']",Expiration Date (2006)
"['Drama', 'Comedy']",60,Suzie Halewood,60,"[' Ben Barnes', ' Andrei Chadov', ' Ovidiu Matesan', ' Andrew Byron', ' Vyelle Croom', ' Jeff Mirza']",Bigga than Ben (2008)
"['Drama', 'Classics', 'Comedy']",90,Woody Allen,100,"[' Woody Allen', ' Diane Keaton', ' Harold Gould', ' Despo Diamantidou', ' Edmond Ardisson', ' Georges Adel']",Love and Death (1975)
"['Drama', 'Romance', 'Art House & International', 'Comedy']",65,Whit Stillman,71,"[' Chlo\xc3\xab Sevigny', ' Kate Beckinsale', ' Chris Eigeman', ' Christopher Eigeman', ' Matt Keeslar', ' Mackenzie Astin']",Last Days of Disco (1998)
['Comedy'],52,Stan Dragoti,11,"[' Tony Danza', ' Ami Dolenz', ' Catherine Hicks', ' Wallace Shawn', "" Dick O'Neill"", ' Laura Mooney']",She's Out of Control (1989)
['Comedy'],83,Peter Bogdanovich,36,"[' Imogen Poots', ' Owen Wilson', ' Kathryn Hahn', ' Rhys Ifans', ' Will Forte', ' Jennifer Aniston']",She's Funny That Way (2015)
['Drama'],72,Rodney Evans,76,"[' Anthony Mackie', ' Lawrence Gilliard Jr...', ' Daniel Sunjata', ' Larry Gilliard', ' Aunjanue Ellis', ' Duane Boutt\xc3\xa9']",Brother to Brother (2004)
"['Drama', 'Action & Adventure', 'Art House & International', 'Mystery & Suspense']",79,Johnnie To,86,"[' Simon Yam', ' Tony Leung Ka Fai', ' Louis Koo', ' Nick Cheung Ka-Fai', ' Siu-Fai Cheung', ' Suet Lam']",Election (Hak se wui) (2005)
"['Drama', 'Romance', 'Art House & International', 'Comedy']",92,Peter Chan,88,"[' Leon Lai', ' Maggie Cheung', ' Kristy Yeung', ' Eric Tsang', ' Irene Tsu', ' Christopher Doyle']",Comrades - Almost a Love Story (Tian mi mi) (1996)
['Drama'],83,Henry Bean,82,"[' Ryan Gosling', ' Summer Phoenix', ' Theresa Russell', ' Glenn Fitzgerald', ' Billy Zane', ' Garret Dillahunt']",The Believer (2002)
['Comedy'],51,Jesse Peretz,67,"[' Paul Rudd', ' Elizabeth Banks', ' Zooey Deschanel', ' Emily Mortimer', ' Steve Coogan', ' Hugh Dancy']",Our Idiot Brother (2011)
"['Musical & Performing Arts', 'Documentary']",89,AJ Schnack,82,"[' They Might Be Giants', ' Frank Black', ' Dave Eggers', ' Joe Franklin', ' Janeane Garofalo', ' Ira Glass']",Gigantic (2002)
['Comedy'],40,Simon Boisvert,33,"[' Pat Mastroianni', ' Claudia Ferri', ' Bruce Dinsmore', ' Lynne Adams', ' Diana Lewis']",40 Is the New 20 (2009)
['Drama'],92,Denis Villeneuve,92,"[' Lubna Azabal', ' M\xc3\xa9lissa D\xc3\xa9sormeaux-P...', ' Maxime Gaudette', ' R\xc3\xa9my Girard', ' Abdelghafour Elaaziz', ' Allen Altman']",Incendies (2011)
"['Action & Adventure', 'Comedy']",87,Martin Brest,96,"[' Robert De Niro', ' Charles Grodin', ' Dennis Farina', ' Yaphet Kotto', ' John Ashton', ' Joe Pantoliano']",Midnight Run (1988)
"['Documentary', 'Drama', 'Romance', 'Special Interest']",80,Henry Corra,78,"[' Henry Corra', ' Regina Nicholson']",Farewell to Hollywood (2015)
"['Comedy', 'Kids & Family']",24,David M. Evans,0,"[' Judge Reinhold', ' Julia Sweeney', ' James Marsh', ' Michaela Gallo', ' Jamie Marsh', ' Joe Pichler']",Beethoven's 3rd (2000)
['Comedy'],58,Carl Reiner,61,"[' Mark Harmon', ' Kirstie Alley', ' Robin Thomas', ' Dean Cameron', ' Patrick Laborteaux', ' Patrick Labyorteaux']",Summer School (1987)
['Drama'],68,Sam Fleischner,90,"[' Andrea Suarez Paz', ' Jesus Sanchez-Velez', ' Azul Zorrilla', ' Marsha Stephanie Bla...', ' Tenoch Huerta Mej\xc3\xada', ' Kevin Bewersdorf']",Stand Clear Of The Closing Doors (2014)
"['Drama', 'Kids & Family']",52,William Dear,29,"[' Corbin Bleu', ' Penelope Ann Miller', ' Madison Pettis', ' Sandra Echeverr\xc3\xada', ' Jesse Moss', ' David Reivers']",Free Style (2009)
"['Action & Adventure', 'Animation', 'Comedy', 'Drama', 'Kids & Family', 'Musical & Performing Arts']",60,Rob LaDuca,33,"[' Jason Marsden', ' Suzanne Pleshette', ' Ernie Sabella', ' Andy Dick', ' Matthew Broderick', ' Moira Kelly']",The Lion King II: Simba's Pride (1998)
"['Television', 'Horror', 'Science Fiction & Fantasy']",40,John Power,8,"[' Jimmy Smits', ' Marg Helgenberger', ' Joanna Cassidy', ' E.G. Marshall', ' John Ashton', ' Allyce Beasley']",The Tommyknockers (1993)
"['Drama', 'Comedy']",87,Stephen Frears,97,"[' Colm Meaney', ' Tina Kellegher', ' Ruth McCabe', ' Fionnula Murphy', ' Pat Laffan', "" Deirdre O'Brien""]",The Snapper (1993)
"['Drama', 'Comedy']",21,Mitchell Lichtenstein,28,"[' Demi Moore', ' Parker Posey', ' Rip Torn', ' Ellen Barkin', ' Christian Camargo', ' Billy Magnussen']",Happy Tears (2010)
"['Drama', 'Horror', 'Mystery & Suspense']",30,Eric England,50,"[' Najarra Townsend', ' Caroline Williams', ' Simon Barrett', ' Katie Stegeman', ' Matthew Mercer', ' Matt Mercer']",Contracted (2013)
['Drama'],69,Tate Taylor,80,"[' Chadwick Boseman', ' Viola Davis', ' Octavia Spencer', ' Nelsan Ellis', ' Lennie James', ' Tika Sumpter']",Get On Up (2014)
"['Mystery & Suspense', 'Action & Adventure']",52,Clark Johnson,48,"[' Samuel L. Jackson', ' Colin Farrell', ' Michelle Rodriguez', ' LL Cool J', ' Josh Charles', ' Jeremy Renner']",S.W.A.T. (2003)
"['Documentary', 'Special Interest', 'Adult']",48,Nick Broomfield,50,"[' Mistress Delilah', ' Mistress Beatrice', ' Mistress Catherine', ' Mistress Natasha', ' Mistress Catharine', ' Mistress Raven']",Fetishes (1998)
"['Drama', 'Romance', 'Comedy']",91,Rick Famuyiwa,66,"[' Taye Diggs', ' Sanaa Lathan', ' Yasiin Bey', ' Nicole Ari Parker', ' Kool G. Rap', ' Boris Kodjoe']",Brown Sugar (2002)
"['Documentary', 'Special Interest']",100,Alan Berliner,100,"[' Edwin Honig', ' Alan Berliner']","First Cousin, Once Removed (2012)"
"['Drama', 'Art House & International', 'Mystery & Suspense']",75,Richard Kwietniowski,79,"[' Philip Seymour Hoffm...', ' Minnie Driver', ' John Hurt', ' Maury Chaykin', ' Sonja Smits', ' Ian Tracey']",Owning Mahowny (2003)
"['Drama', 'Romance', 'Comedy']",74,Mike Newell,95,"[' Hugh Grant', ' Andie MacDowell', ' Kristin Scott Thomas', ' Kristin Scott-Thomas...', ' Simon Callow', ' John Hannah']",Four Weddings and a Funeral (1994)
"['Classics', 'Comedy']",63,Vincente Minnelli,100,"[' Spencer Tracy', ' Elizabeth Taylor', ' Joan Bennett', ' Don Taylor', ' Billie Burke', ' Moroni Olsen']",Father's Little Dividend (1951)
"['Horror', 'Art House & International', 'Mystery & Suspense']",61,David Moreau,61,"[' Olivia Bonamy', ' Adriana Mocca', ' Adriana Moca', ' Camelia Maxim', ' Micha\xc3\xabl Cohen', ' Maria Roman']",Them (2007)
['Classics'],78,D.W. Griffith,97,"[' Lillian Gish', ' Mae Marsh', ' Robert Harron', ' Constance Talmadge', ' Bessie Love', ' Seena Owen']",Intolerance (1916)
"['Drama', 'Musical & Performing Arts', 'Classics', 'Science Fiction & Fantasy', 'Comedy']",74,Vicente Minelli,100,"[' Barbra Streisand', ' Yves Montand', ' Bob Newhart', ' Jack Nicholson', ' Larry Blyden', ' Simon Oakland']",On a Clear Day You Can See Forever (1970)
"['Mystery & Suspense', 'Drama']",75,John-Luke Montias,63,"[' Jessica Pimentel', ' Anthony Caso', ' Aya Cash', ' Jun Suenaga', ' David Chan', ' Stivi Paskoski']",Off Jackson Avenue (2009)
['Comedy'],38,Jonathan Sobol,44,"[' Kurt Russell', ' Jay Baruchel', ' Matt Dillon', ' Terence Stamp', ' Katheryn Winnick', ' Chris Diamantopoulos']",The Art of the Steal (2014)
"['Drama', 'Romance', 'Classics']",69,Otto Preminger,86,"[' David Niven', ' Jean Seberg', ' Deborah Kerr', ' Myl\xc3\xa8ne Demongeot', ' Geoffrey Horne', ' Juliette Greco']",Bonjour Tristesse (1958)
"['Mystery & Suspense', 'Drama']",60,Curtis Hanson,63,"[' Annabella Sciorra', ' Rebecca De Mornay', ' Matt McCoy', ' Ernie Hudson', ' Julianne Moore', ' Madeline Zima']",The Hand that Rocks the Cradle (1992)
"['Mystery & Suspense', 'Drama']",59,Geoffrey Sax,21,"[' Halle Berry', ' Stellan Skarsgard', ' Phylicia Rashad', ' Chandra Wilson', ' Alex Diakun', ' Joanne Baron']",Frankie & Alice (2014)
"['Drama', 'Action & Adventure', 'Kids & Family', 'Science Fiction & Fantasy']",80,Mike Newell,80,"[' Gabriel Byrne', ' Ellen Barkin', ' Ciaran Fitzgerald', ' R\xc3\xbaaidhr\xc3\xad Conroy', ' David Kelly', ' Patrick Doyle']",Into the West (1993)
"['Art House & International', 'Drama']",82,Joachim Trier,98,"[' Anders Danielsen Lie', ' Anders Borchgrvink', ' Malin Crepin', ' Anders Borchgrevink', ' Hans Olav Brenner', ' Petter Width Kristia...']","Oslo, August 31st (2012)"
"['Documentary', 'Musical & Performing Arts', 'Special Interest']",72,Stephen Judson,80,"[' Dr. Hazel Barton', ' Nancy Aulenbach', ' Liam Neeson', ' Gordon Brown', ' Carolyn Rasmussen', ' Jorge Gonz\xc3\xa1lez']",Journey Into Amazing Caves (2001)
"['Drama', 'Romance', 'Art House & International', 'Comedy']",93,Wolfgang Becker,90,"[' Daniel Br\xc3\xbchl', ' Katrin Sass', ' Chulpan Khamatova', ' Maria Simon', ' Florian Lukas', ' Alexander Beyer']","Good Bye, Lenin! (2004)"
"['Musical & Performing Arts', 'Drama']",77,Steve Rash,100,"[' Gary Busey', ' Charles Martin Smith', ' Don Stroud', ' Conrad Janis', ' William Jordan', ' Maria Richwine']",The Buddy Holly Story (1978)
"['Documentary', 'Sports & Fitness', 'Special Interest']",89,Kief Davidson,50,"[' Kassim Ouma', ' Tom Moran', ' Russell Peltz', ' Jermain Taylor']",Kassim the Dream (2009)
"['Drama', 'Romance', 'Comedy']",75,Lawrence Kasdan,45,"[' Meg Ryan', ' Kevin Kline', ' Timothy Hutton', ' Jean Reno', ' Fran\xc3\xa7ois Cluzet', ' Suzan Anbeh']",French Kiss (1995)
"['Drama', 'Comedy']",73,Alek Keshishian,17,"[' Joe Pesci', ' Brendan Fraser', ' Moira Kelly', ' Patrick Dempsey', ' Josh Hamilton', ' Gore Vidal']",With Honors (1994)
"['Documentary', 'Television', 'Special Interest']",67,Des Doyle,67,"[' Joss Whedon', ' J.J. Abrams', ' Terence Winter', ' Shawn Ryan', ' Damon Lindelof', ' Jane Espenson']",Showrunners: The Art of Running a TV Show (2014)
['Comedy'],36,Jeff Morris,30,"[' Aubrey Plaza', ' Megan Charpentier', ' Daniel Roebuck', ' Russell Peters', ' Veronica Alicino', ' David Lewis']",Grumpy Cat's Worst Christmas Ever (2014)
"['Horror', 'Comedy']",59,Lloyd Kaufman,54,"[' Asta Paredes', ' Catherine Corcoran', ' Zac Amico', ' Vito Trigo', ' Babette Bombshell']",Return to Nuke 'Em High (2014)
"['Action & Adventure', 'Classics', 'Comedy', 'Kids & Family', 'Musical & Performing Arts', 'Science Fiction & Fantasy']",58,Richard Fleischer,32,"[' Rex Harrison', ' Samantha Eggar', ' Anthony Newley', ' Richard Attenborough', ' Peter Bull', ' William Dix']",Doctor Dolittle (1967)
"['Drama', 'Romance', 'Comedy']",54,Casper Andreas,63,"[' Matthew Ludwinski', ' Allison Lane', ' Michael Medico', ' Casper Andreas', ' John Schile', ' Alec Mapa']",Going Down In La-la Land (2012)
"['Art House & International', 'Comedy']",58,Frank Ripploh,87,"[' Frank Ripploh', ' Bernd Broaderup', ' Bernd Broderup', ' Magdalena Montezuma', ' Tabea Blumenschein', ' Ric Schachtebeck']",Taxi zum Klo (Taxi to the Toilet) (1981)
"['Western', 'Action & Adventure', 'Comedy']",31,Paul Weiland,19,"[' Billy Crystal', ' Daniel Stern', ' Jon Lovitz', ' Jack Palance', ' Patricia Wettig', ' Pruitt Taylor Vince']",City Slickers 2 - The Legend of Curly's Gold (1994)
"['Art House & International', 'Drama']",67,Jessica Hausner,93,"[' Sylvie Testud', ' Bruno Todeschini', ' L\xc3\xa9a Seydoux', ' Gilette Barbier', ' Gerhard Liebmann', ' Elina L\xc3\xb6wensohn']",Lourdes (2010)
['Science Fiction & Fantasy'],45,Tarsem Singh,49,"[' Julia Roberts', ' Lily Collins', ' Armie Hammer', ' Sean Bean', ' Nathan Lane', ' Robert Emms']",Mirror Mirror (2012)
"['Drama', 'Art House & International', 'Comedy']",69,François Ozon,67,"[' Evelyne Dandry', ' Fran\xc3\xa7ois Marthouret', ' Marina de Van', ' Adrien de Van', ' Stephane Rideau', ' Lucia Sanchez']",Sitcom (1999)
['Drama'],49,Ellie Kanner,0,"[' Yehuda Levi', ' James Caan', ' Edward Furlong', ' Steven Bauer', ' Paul Sorvino', ' Oded Fehr']",For the Love of Money (2012)
['Comedy'],45,James L. Brooks,61,"[' Nick Nolte', ' Whittni Wright', ' Albert Brooks', ' Julie Kavner', ' Joely Richardson', ' Tracey Ullman']",I'll Do Anything (1994)
"['Drama', 'Romance', 'Art House & International', 'Science Fiction & Fantasy']",66,Chi-Jan Hou,45,"[' Bryan Shu-Hao Chang', ' Gwen Yao', ' Nikki Hsin-Ying Hsie...']",You yi tian (One Day) (2010)
"['Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']",21,Matty Beckerman,25,"[' Corey Eid', ' Jeff Bowser', ' Jillian Clare', ' Katherine Sigismund', ' Riley Polanski', ' Peter Asle Holden']",Alien Abduction (2014)
"['Documentary', 'Special Interest']",63,Douglas Tirola,63,"[' Steve Schneider', ' Steve Carpentieri', ' Jim Meehan', ' Dale DeGroff', ' Charlotte Voisey', ' Dushan Zaric']",Hey Bartender (2013)
"['Mystery & Suspense', 'Drama']",85,Ted Kotcheff,100,"[' Gary Bond', ' Donald Pleasence', ' Chips Rafferty', ' Sylvia Kay', ' Jack Thompson', ' Al Thomas']",Wake in Fright (2012)
"['Drama', 'Horror', 'Classics', 'Science Fiction & Fantasy']",56,Antonio Margheriti,91,"[' Udo Kier', ' Joe Dallesandro', ' Monique van Vooren', ' Srdjan Zelenovic', ' Dalila Di Lazzaro', ' Arno Juerging']",Flesh For Frankenstein (1974)
"['Art House & International', 'Drama']",72,So Yong Kim,87,"[' Hee Yeon Kim', ' Kim Song Hee', ' Lee Soo Ah', ' Boon Tak Park', ' Mi-hyang Kim']",Treeless Mountain (2009)
"['Drama', 'Gay & Lesbian', 'Comedy']",49,Ray Yeung,45,"[' Chowee Leow', ' Steven Lim', ' Gareth Rhys Davis', ' Neil Collie', ' John Campbell', ' Paul Cox']",Cut Sleeve Boys (2007)
"['Drama', 'Musical & Performing Arts', 'Mystery & Suspense', 'Comedy']",67,P.J. Hogan,14,"[' Kathy Bates', ' Barry Manilow', ' Rupert Everett', ' Dan Aykroyd', ' Jonathan Pryce', ' Sally Jessy Raphael']",Unconditional Love (2002)
['Documentary'],72,Kristi Jacobson,90,"[' Jeff Bridges', ' Tom Colicchio', ' Raj Patel', ' Barbie Izquierdo', ' Ken Cook', ' James McGovern']",A Place at the Table (2013)
"['Documentary', 'Special Interest']",33,Laura Gabbert,88,"[' Doris', ' Ludis', ' Flor Ilva', ' Jeyson Car', ' Daniel Hamuy', ' Richard Cordoba']",We Women Warriors (2012)
"['Action & Adventure', 'Mystery & Suspense', 'Classics']",89,Guy Hamilton,96,"[' Sean Connery', ' Honor Blackman', ' Gert Fr\xc3\xb6be', ' Shirley Eaton', ' Tania Mallet', ' Harold Sakata']",Goldfinger (1964)
"['Drama', 'Horror', 'Mystery & Suspense']",60,Park Chan-wook,69,"[' Mia Wasikowska', ' Matthew Goode', ' Nicole Kidman', ' Dermot Mulroney', ' Thomas Covert', ' Jacki Weaver']",Stoker (2013)
['Drama'],68,Sam Mendes,61,"[' Jake Gyllenhaal', ' Peter Sarsgaard', ' Lucas Black', ' Chris Cooper', ' Jamie Foxx', ' Dennis Haysbert']",Jarhead (2005)
"['Western', 'Musical & Performing Arts', 'Classics', 'Comedy']",83,George Sidney II,100,"[' Judy Garland', ' John Hodiak', ' Angela Lansbury', ' Ray Bolger', ' Preston S. Foster', "" Virginia O'Brien""]",The Harvey Girls (1946)
"['Musical & Performing Arts', 'Documentary']",86,Oliver Hodge,80,[' Michael Reynolds'],Garbage Warrior (2007)
"['Drama', 'Art House & International', 'Comedy']",78,Francis Veber,86,"[' Daniel Auteuil', ' G\xc3\xa9rard Depardieu', ' Thierry Lhermitte', ' Michel Aumont', ' Jean Rochefort', ' Mich\xc3\xa8le Laroque']",The Closet (Le Placard) (2001)
['Comedy'],53,Andrew Fleming,70,"[' Kirsten Dunst', ' Michelle Williams', ' Dan Hedaya', ' Jim Breuer', ' Teri Garr', ' Ana Gasteyer']",Dick (1999)
"['Drama', 'Mystery & Suspense', 'Classics']",56,Fritz Lang,54,"[' Joan Bennett', ' Michael Redgrave', ' Anne Revere', "" Barbara O'Neil"", ' Natalie Schafer', ' Paul Cavanagh']",Secret Beyond the Door (1948)
"['Drama', 'Action & Adventure', 'Romance', 'Science Fiction & Fantasy']",66,Robert Schwentke,30,"[' Shailene Woodley', ' Theo James', ' Daniel Dae Kim', ' Jonny Weston', ' Suki Waterhouse', ' Jai Courtney']",Insurgent (2015)
['Comedy'],87,Jonathan Lynn,85,"[' Joe Pesci', ' Ralph Macchio', ' Marisa Tomei', ' Mitchell Whitfield', ' Fred Gwynne', ' Lane Smith']",My Cousin Vinny (1992)
"['Drama', 'Science Fiction & Fantasy', 'Comedy']",85,Larry Blamire,52,"[' Larry Blamire', ' Fay Masterson', ' Brian Howe', ' Susan McConnell', ' Andrew Parks', ' Jennifer Blaire']",The Lost Skeleton of Cadavra (2004)
['Comedy'],86,Alexander Mackendrick,100,"[' Basil Radford', ' Joan Mackenzie', ' Joan Greenwood', ' Bruce Seton', ' Catherine Lacey', ' Gordon Jackson']",Whisky Galore (1949)
"['Documentary', 'Special Interest']",83,Gael García Bernal,77,[' Gael Garc\xc3\xada Bernal'],Who Is Dayani Cristal? (2014)
"['Drama', 'Kids & Family', 'Science Fiction & Fantasy', 'Comedy']",61,Elizabeth Allen (II),51,"[' Emma Roberts', ' Sara Paxton', ' Jake McDorman', ' Arielle Kebbel', ' Claudia Karvan', ' Bruce Spence']",Aquamarine (2006)
"['Documentary', 'Art House & International', 'Special Interest']",31,Jean-Pierre Limosin,30,"[' Naoki Watanabe', ' Chiyozo Ishii', ' Hideyuki Ishii']",Young Yakuza (2008)
"['Drama', 'Comedy']",44,Angus MacLachlan,60,"[' Paul Schneider', ' Anna Camp', ' Michael Chernus', ' Ashley Hinshaw', ' Heather Graham', ' Heather Lawless']",Goodbye to All That (2014)
"['Drama', 'Comedy']",56,Michael Winterbottom,86,"[' Steve Coogan', ' Rob Brydon', ' Rosie Fellner', ' Claire Keelan', ' Marta Barrio', ' Tim Leach']",The Trip To Italy (2014)
"['Drama', 'Romance', 'Comedy']",45,Toni Kalem,26,"[' Lili Taylor', ' Guy Pearce', ' Irma P. Hall', ' John Hawkes', ' Veronica Cartwright', ' Marshall Bell']",A Slipping-Down Life (1999)
"['Drama', 'Romance', 'Musical & Performing Arts']",74,Herbert Ross,100,"["" Peter O'Toole"", ' Petula Clark', ' Michael Redgrave', ' Michael Bryant', ' George Baker', ' Sian Phillips']","Goodbye, Mr. Chips (1969)"
"['Action & Adventure', 'Comedy']",46,Stan Dragoti,31,"[' Scott Bakula', ' Hector Elizondo', ' Robert Loggia', ' Harley Jane Kozak', ' Larry Miller', ' Sinbad']",Necessary Roughness (1991)
"['Drama', 'Romance', 'Gay & Lesbian']",83,Norman René,100,"[' Bruce Davison', ' Mark Lamos', ' Campbell Scott', ' Stephen Caffrey', ' Patrick Cassidy', ' John Dossett']",Longtime Companion (1990)
"['Drama', 'Action & Adventure', 'Classics']",44,Rowland V. Lee,100,"[' Charles Laughton', ' Randolph Scott', ' Barbara Britton', ' Gilbert Roland', ' Reginald Owen', ' John Carradine']",Captain Kidd (1945)
"['Drama', 'Science Fiction & Fantasy', 'Comedy']",63,W. D. Richter,58,"[' Brian Wimmer', ' Peter Berg', ' Marcia Gay Harden', ' Colleen Flynn', ' Kyle Secor', ' Michael Beach']",Late for Dinner (1991)
"['Documentary', 'Special Interest']",80,Jennifer Baichwal,83,[' Edward Burtynsky'],Manufactured Landscapes (2007)
['Drama'],63,Marek Kanievska,54,"[' Robert Downey Jr.', ' Jami Gertz', ' James Spader', ' Tony Bill', ' Andrew McCarthy', ' Nicholas Pryor']",Less Than Zero (1987)
"['Documentary', 'Special Interest']",87,Mami Sunada,90,"[' Hayao Miyazaki', ' Hideaki Anno', ' Isao Takahata', ' John Lasseter', ' Toshio Suzuki']",The Kingdom of Dreams and Madness (2014)
"['Drama', 'Action & Adventure', 'Science Fiction & Fantasy']",44,Doug Liman,16,"[' Hayden Christensen', ' Jamie Bell', ' Samuel L. Jackson', ' Rachel Bilson', ' Diane Lane', ' Michael Rooker']",Jumper (2008)
"['Western', 'Drama', 'Mystery & Suspense']",43,Kane Senes,27,"[' James Badge Dale', ' Rhys Wakefield', ' Ethan Embry', ' Maika Monroe', ' William Forsythe', ' Beth Broderick']",Echoes of War (2015)
"['Documentary', 'Special Interest']",90,Blair Treu,11,"[' Ken Niumatalolo', ' Carolina Mu\xc3\xb1oz Marin', ' Jermaine Sullivan', ' Dawn Armstrong', ' Gail Halvorsen']",Meet The Mormons (2014)
['Drama'],57,Gonçalo Tocha,60,"[' Gon\xc3\xa7alo Tocha', ' Didio Pestana']",It's The Earth Not The Moon (2012)
"['Documentary', 'Special Interest']",74,Jason DaSilva,88,"[' Jason DaSilva', ' Alice Cook', ' Leigh DaSilva', "" Marianne D'Souza""]",When I Walk (2013)
"['Comedy', 'Romance']",69,Adam Marcus,53,"[' Kipp Marcus', ' Alice Dylan', ' Bernadette Peters', ' Larry Pine', ' Henry Simmons', ' Judith Malina']",Let It Snow (2001)
"['Documentary', 'Drama', 'Art House & International']",69,Lehericey Delphine,86,"[' Lehericey Delphine', ' Howard Webb (II)', ' Manuel Mejuto Gonz\xc3\xa1l...', ' Roberto Rosetti', ' Pierluigi Collina']",Kill The Referee (les Arbitres) (2010)
"['Drama', 'Romance']",100,Todd Haynes,95,"[' Cate Blanchett', ' Kyle Chandler', ' Rooney Mara', ' Sarah Paulson', ' Jake Lacy', ' Cory Michael Smith']",Carol (2015)
"['Drama', 'Action & Adventure', 'Art House & International']",81,Hsiao-hsien Hou,90,"[' Tony Leung Chiu Wai', ' Michiko Hada', ' Lee Yu-ming', ' Michelle Reis', ' Fang Hsuan', ' Luo Tsai-erh']",Flowers of Shanghai (Hai shang hua) (1998)
"['Art House & International', 'Comedy']",76,Juan Pablo Rebella,100,"[' Andr\xc3\xa9s Pazos', ' Mirella Pascual', ' Jorge Bolani', ' Ana Katz', ' Daniel Hendler', ' Ver\xc3\xb3nica Perrotta']",Whisky (2004)
['Drama'],80,John Sayles,85,"[' John Cusack', ' Charlie Sheen', ' D.B. Sweeney', ' Christopher Lloyd', ' Jace Alexander', ' Gordon Clapp']",Eight Men Out (1988)
"['Drama', 'Comedy']",77,Alexandre Rockwell,92,"[' Steve Buscemi', ' Seymour Cassel', ' Jennifer Beals', ' Pat Moya', ' Will Patton', ' Sully Boyar']",In the Soup (1992)
"['Documentary', 'Faith & Spirituality', 'Sports & Fitness']",45,Doris Dörrie,72,"[' Edward Espe Brown', ' Doris D\xc3\xb6rrie']",How to Cook Your Life (2007)
"['Kids & Family', 'Romance', 'Science Fiction & Fantasy', 'Comedy']",57,Tommy O'Haver,50,"[' Anne Hathaway', ' Hugh Dancy', ' Cary Elwes', ' Vivica A. Fox', ' Joanna Lumley', ' Minnie Driver']",Ella Enchanted (2004)
